id,d1,end_state1,hispanic,race,racethn,nativity,racethn2,acarot,aca,q1rot,q1,endq1,q2rot,q2rot2,q2a,q2b,q2c,q2d,q2e,q2f,q2g,endq2,q3,q27,q4rot,q4,q5rot,q5,q6,q7rot,q7rot2,q7a,q7b,q8,q9rot,q9,q10rot,q10a,q10b,q10c,endq10,q16,q17rot,q17,q18rot,q18a,q18b,q18c,q18e,q18f,q18g,q18h,q18i,q18j,q11rot,q11,q12rot,q12a,q12b,q12c,q12d,q12e,q12f,q12g,q12h,q12i,q13rot,q13,q14rot,q14,q15,q19_q20rot,q19,q20,q21,q22,endq22,age,age2,recage,recage2,recage3,recage4,recage5,child,marital,rvote,voted,voted2rot,voted2,voted2ot,inclosstotal,employ,recemploy,essential,hcworker2,hcworker3,coverage,agecov,covtype,agecovtype,covselfother,q23,q23ot1,q23ot2,q23ot3,q23ot4,rsex,gendervar,lgbt,q24,delayedcare,test1,q25,test3,q26,chroniccovid,partyrot,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,cell,hhcell,landline,curlangx,hhadults,int,length,cstate,cregion,density,dtype,dialtype,dialmode,sample,userdata,exchangstat,exchangstat2,stateexpmedi,gvnrexpmedi,reprostat,waiver,qctr,xctr,wt1,weight,standwt,weight_ssrs,lang,Division,changesex,iphoneuse,hphoneuse,cdc2013,cdc2013USR,SAMPLE_TYPE,state1,state,USR
00092608,Male,611,Yes,White,HISPANIC,U.S.,HISPANIC - BORN IN US,"4,1",Very unfavorable,"04,01",Repeal the entire law,75, ,oppose/favor,Favor,Favor,Favor,Oppose,Favor,Favor,Favor,114,No,More than 6 months or until there is a vaccine widely available,"02,01",Option A: The worst is behind us,"03,01",Generally exaggerated,Not too worried,"02,01",not enough/too many,About the right amount,About the right amount,Every time,part of everyone's responsibility/personal choice,Wearing a mask is part of everyone's responsibility to protect the health of others,"03,01,02",Yes,No,Yes,187,Definitely get it,"3,1",Get the vaccine as soon as you can, , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is part of everyone's responsibility to protect the health of others,"06,04,03,07,09,05,08,01,02",A fair amount,A fair amount,A fair amount,A fair amount,Not at all,A fair amount,A fair amount,A fair amount,Not much,slowly/quickly,About right,making a profit/working for the good of the public,Equally interested in working for the public and making a profit,Early in 2021,Q20/Q19,Somewhat confident,Somewhat confident, ,Somewhat confident,235,50, ,18-64,50-64,45-54,40-59,45-64,No,Married,Yes,"Yes, voted",Joe Biden/Donald Trump,Donald Trump, ,No,Employed full-time,EMPLOYED,Yes,No, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer, , , , , , ,Male,MALE,No,Yes,No,No, ,No, ,No one in household has serious health condition,"2,1",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone",English,2,Yes,977,Texas,South,4,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,Federally facilitated,Federal or state with federal platform,No/Maybe,No/Maybe, ,No,79,0,1.0834,7.5139,.3306,.5541,English,West South Central,sex = rsex,CPO,CPO HH,1,Urban (CDC=1),CELL RDD,TEXAS,1,Suburban
00092615,Male,755,Yes,Other or mixed race,HISPANIC,U.S.,HISPANIC - BORN IN US,"1,4",Don't know,"01,04",Repeal the entire law,84, ,oppose/favor,Favor,Oppose,Favor,Favor,Favor,Favor,Favor,127,No,More than 6 months or until there is a vaccine widely available,"02,01",Option B: The worst is yet to come,"01,03",Generally exaggerated,Not too worried,"02,01",not enough/too many,Too many,About the right amount,Most of the time,part of everyone's responsibility/personal choice,Wearing a mask is part of everyone's responsibility to protect the health of others,"01,02,03",Yes,No,Yes,181,Probably not get it,"1,3","Only get the vaccine if you are required to do so for work, school, or other activities","01,04,07,05,02,06,03,08,09",Not a reason,Minor reason,Not a reason,Major reason,Major reason,Major reason,Minor reason,Not a reason,Minor reason,everyone's responsibility/personal choice,Getting vaccinated is a personal choice,"01,04,07,05,02,06,03,08,09",Not much,A fair amount,Not much,Not much,Not at all,A fair amount,A fair amount,A fair amount,A fair amount,slowly/quickly,Too quickly,making a profit/working for the good of the public,Mostly interested in making a profit,By the summer of 2021,Q20/Q19,Not too confident,Not too confident, ,Somewhat confident,363,18, ,18-64,18-29,18-24,18-39,18-29,No,Never been married,Yes,"No, did not vote", , , ,Yes,Employed full-time,EMPLOYED,Yes,No, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your parents/mother/father (VOL.),Plan through parents/mother/father (Vol), , , , , , ,Male,MALE,No,Yes,No,No, ,No, ,"Yes, both respondent and someone else in household","2,1",Don't Know,Don't Know,UNDESIGNATED,UNDESIGNATED,Moderate,High school incomplete (Grades 9-11 or Grade 12 with no diploma),LESS THAN HIGH SCHOOL,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$40,000 to less than $50,000",$40K-$89K, , ,"No, no home telephone",English,4,Yes,1183,Colorado,West,Lowest,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,State based,State based,Yes,Yes - Democratic/Independent, ,No,86,3,1.6934,13.039,.5737,.9615,English,Mountain,sex = rsex,CPO,CPO HH,4,Rural (CDC=4-6),CELL RDD,COLORADO,1,Suburban
00092618,Female,1060,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","4,1",Don't know,"04,01",Don't know,98, ,favor/oppose,Favor,Don't know,Favor,Favor,Favor,Favor,Favor,122,Yes - minor impact,Between 1 and 3 months,"01,02",Option A: The worst is behind us,"03,01",Generally exaggerated,Not too worried,"01,02",too many/not enough,Too many,Too many,Every time,personal choice/part of everyone's responsibility,Wearing a mask is part of everyone's responsibility to protect the health of others,"03,02,01",Yes,Yes,No,274,Definitely not get it, , ,"06,05,07,04,08,03,09,02,01",Major reason,Minor reason,Minor reason,Major reason,Major reason,Major reason,Major reason,Major reason,Major reason,personal choice/everyone's responsibility,Getting vaccinated is a personal choice,"06,05,07,04,08,03,09,02,01",Not at all,Not much,Not much,A fair amount,A fair amount,Not at all,Not much,Not much,Not at all,quickly/slowly,Too quickly,working for the good of the public/making a profit,Mostly interested in making a profit,Early in 2021,Q19/Q20,Not at all confident,Not too confident,Not at all confident, ,566,72, ,65+,65+,65+,70-74,65+,No,Divorced,Yes,"Yes, voted",Donald Trump/Joe Biden,Joe Biden, ,No,On disability and can't work,ON DISABILITY AND CAN'T WORK, ,No, ,Covered by health insurance, ,MEDICAID, , , , , , , ,Female,FEMALE,No,No,No,Yes,No,No, ,No one in household has serious health condition,"1,2",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Don't Know,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"No, no home telephone",English,1,Yes,1758,Pennsylvania,Northeast,Highest,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,State based,State based,Yes,Yes - Democratic/Independent, ,No,85,5,.979,2.3804,.1047,.1755,English,Mid Atlantic,sex = rsex,CPO,CPO HH,1,Urban (CDC=1),CELL RDD,PENNSYLVANIA,1,Urban
00092774,Male,563,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","4,1",Very favorable,"04,01",Build on what the law does,55, ,oppose/favor,Favor,Favor,Favor,Favor,Oppose,Favor,Favor,111,Yes - minor impact,More than 6 months or until there is a vaccine widely available,"02,01",Option B: The worst is yet to come,"03,01",Generally correct,Somewhat worried,"02,01",not enough/too many,Not enough,About the right amount,Every time,part of everyone's responsibility/personal choice,Wearing a mask is part of everyone's responsibility to protect the health of others,"03,02,01",Yes,No,Yes,177,Definitely get it,"3,1",Get the vaccine as soon as you can, , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is part of everyone's responsibility to protect the health of others,"02,01,03,07,06,05,08,09,04",Not at all,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,slowly/quickly,About right,making a profit/working for the good of the public,Equally interested in working for the public and making a profit,By the summer of 2021,Q20/Q19,Very confident,Somewhat confident, , ,220,27, ,18-64,18-29,25-34,18-39,18-29,No,Living with a partner,Yes,"Yes, voted",Joe Biden/Donald Trump,Joe Biden, ,No,Employed full-time,EMPLOYED,No,"Yes, someone else in my household works in health care delivery setting",No,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer, , , , , , ,Male,MALE,No,Yes,"Yes, both me and a family member",No, ,No, ,No one in household has serious health condition,"2,1",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone",English,2,Yes,904,Illinois,North Central, ,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,Federally facilitated,Federal or state with federal platform,Yes,Yes - Democratic/Independent, ,No,79,1,1.6934,30.899,1.3595,2.2785,English,East North Central,sex = rsex,CPO,CPO HH,1,Urban (CDC=1),CELL RDD,ILLINOIS,ILLINOIS,Urban
00092784,Male,679,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","4,1",Somewhat favorable,"04,01",Build on what the law does,83, ,oppose/favor,Don't know,Favor,Favor,Favor,Favor,Favor,Favor,118,Yes - minor impact,More than 6 months or until there is a vaccine widely available,"02,01",Option B: The worst is yet to come,"03,01",Generally correct,Very worried,"02,01",not enough/too many,About the right amount,About the right amount,Every time,part of everyone's responsibility/personal choice,Wearing a mask is part of everyone's responsibility to protect the health of others,"03,01,02",Yes,No,Yes,198,Definitely get it,"3,1",Get the vaccine as soon as you can, , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is a personal choice,"01,07,09,06,08,03,04,05,02",Not at all,A fair amount,Not much,A great deal,A fair amount,A fair amount,A great deal,A great deal,Not much,slowly/quickly,Don't know,making a profit/working for the good of the public,Equally interested in working for the public and making a profit,By the end of 2021,Q20/Q19,Somewhat confident,Somewhat confident, , ,280,35, ,18-64,30-49,35-44,18-39,30-44,Yes,Married,Yes,"Yes, voted",Joe Biden/Donald Trump,Don't know, ,No,Employed full-time,EMPLOYED,No,No, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer, , , , , , ,Male,MALE,No,No,No,Yes,Yes,Yes,Yes,No one in household has serious health condition,"2,1",Refused,Refused,UNDESIGNATED,UNDESIGNATED,Moderate,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone",English,2,Yes,1149,Michigan,North Central,4,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,Federally facilitated,Federal or state with federal platform,Yes,Yes - Democratic/Independent, ,Yes,79,6,.4291,5.066,.2229,.3736,English,East North Central,sex = rsex,CPO,CPO HH,2,"Suburban (CDC=2,3)",CELL RDD,MICHIGAN,1,Suburban
00092788,Male,1028,Yes,White,HISPANIC,Another country,HISPANIC - BORN OUTSIDE OF US,"4,1",Don't know,"04,01",Keep the law as it is,112, ,oppose/favor,Favor,Oppose,Oppose,Favor,Favor,Favor,Favor,191,No,"Between 4 and 6 months, or","02,01",Do you not think the coronavirus is or will be a major problem in the U.S.?,"03,01",Generally exaggerated,Very worried,"02,01",not enough/too many,About the right amount,About the right amount,Every time,part of everyone's responsibility/personal choice,Wearing a mask is part of everyone's responsibility to protect the health of others,"03,02,01",Yes,No,Yes,290,Definitely get it,"3,1",Get the vaccine as soon as you can, , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is part of everyone's responsibility to protect the health of others,"09,04,06,08,05,03,01,02,07",A fair amount,A fair amount,A fair amount,A great deal,A fair amount,A fair amount,A fair amount,A great deal,A fair amount,slowly/quickly,About right,making a profit/working for the good of the public,Equally interested in working for the public and making a profit,By the summer of 2021,Q20/Q19,Not too confident,Not too confident, ,Not too confident,435,24, ,18-64,18-29,18-24,18-39,18-29,No,Married,No, , , , ,No,Employed part-time,EMPLOYED,Yes,No, ,Not covered by health insurance,UNINSURED LESS THAN 65, ,Uninsured <65, ,Don't know, , , , ,Male,MALE,No,Yes,No,No, ,No, ,No one in household has serious health condition,"2,1",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Liberal,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$20,000 to less than $30,000",LESS THAN $40K, , ,"No, no home telephone",Spanish,2,Yes,1884,Colorado,West,3,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,State based,State based,Yes,Yes - Democratic/Independent, ,No,75,2,1.1445,13.413,.5902,.9891,Spanish,Mountain,sex = rsex,CPO,CPO HH,2,"Suburban (CDC=2,3)",CELL RDD,COLORADO,1,Urban
00092803,Female,796,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","1,4",Somewhat favorable,"01,04",Keep the law as it is,61, ,favor/oppose,Oppose,Favor,Favor,Oppose,Favor,Favor,Favor,135,Yes - major impact,"Between 4 and 6 months, or","01,02",Option B: The worst is yet to come,"01,03",Generally exaggerated,Very worried,"01,02",too many/not enough,Too many,Too many,Every time,personal choice/part of everyone's responsibility,Wearing a mask is part of everyone's responsibility to protect the health of others,"03,01,02",Yes,No,Yes,222,Probably not get it,"1,3","Only get the vaccine if you are required to do so for work, school, or other activities","07,04,06,08,01,02,09,03,05",Not a reason,Major reason,Not a reason,Major reason,Not a reason,Major reason,Major reason,Not a reason,Not a reason,personal choice/everyone's responsibility,Getting vaccinated is a personal choice,"07,04,06,08,01,02,09,03,05",Not at all,A fair amount,A fair amount,A great deal,Not much,Not much,A fair amount,A great deal,A fair amount,quickly/slowly,About right,working for the good of the public/making a profit,Equally interested in working for the public and making a profit,By the summer of 2021,Q19/Q20,Somewhat confident,Somewhat confident, , ,378,21, ,18-64,18-29,18-24,18-39,18-29,No,Never been married,Yes,"Yes, voted",Donald Trump/Joe Biden,Joe Biden, ,Yes,A student,A STUDENT, ,"Yes, both myself and someone else in my household",Yes,Covered by health insurance,INSURED LESS THAN 65,Plan through your parents/mother/father (VOL.),Plan through parents/mother/father (Vol), , , , , , ,Female,FEMALE,No,Yes,"Yes, me",Yes,Yes,No, ,No one in household has serious health condition,"1,2",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Moderate,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"Yes, has a home telephone",English,2,Yes,1233,New York,Northeast,3,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,State based,State based,Yes,Yes - Democratic/Independent, ,No,90,0,1.0904,18.181,.7999,1.3407,English,Mid Atlantic,sex = rsex,Dual,Dual HH,3,"Suburban (CDC=2,3)",CELL RDD,NEW YORK,1,Suburban
00092815,Female,1330,Yes,White,HISPANIC,Puerto Rico,HISPANIC - BORN IN US,"1,4",Very favorable,"01,04",Keep the law as it is,136, ,favor/oppose,Oppose,Favor,Oppose,Favor,Oppose,Favor,Favor,203,Yes - major impact,More than 6 months or until there is a vaccine widely available,"01,02",Option B: The worst is yet to come,"01,03",Generally correct,Very worried,"01,02",too many/not enough,Don't know,Not enough,Every time,personal choice/part of everyone's responsibility,Wearing a mask is part of everyone's responsibility to protect the health of others,"03,01,02",Yes,No,Yes,473,Definitely get it,"1,3",Get the vaccine as soon as you can, , , , , , , , , , ,personal choice/everyone's responsibility,Getting vaccinated is part of everyone's responsibility to protect the health of others,"04,09,07,01,05,06,08,03,02",Not at all,A fair amount,Not much,A great deal,A fair amount,A fair amount,Not much,A great deal,Not much,quickly/slowly,About right,working for the good of the public/making a profit,Equally interested in working for the public and making a profit,By the end of 2020,Q19/Q20,Not too confident,Not too confident, ,Not too confident,518,76, ,65+,65+,65+,75+,65+,No,Separated,No, , , , ,No,Retired,RETIRED, ,No, ,Covered by health insurance, ,Medicare, , , , , , , ,Female,FEMALE,No,Yes,No,Yes,No,No, ,No one in household has serious health condition,"1,2",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Don't Know,Less than high school (Grades 1-8 or no formal schooling),LESS THAN HIGH SCHOOL,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,Don't Know,DK/RF, , ,"No, no home telephone",Spanish,1,Yes,2178,New York,Northeast,Highest,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,State based,State based,Yes,Yes - Democratic/Independent, ,No,75,3,1.1445,10.925,.4807,.8056,Spanish,Mid Atlantic,sex = rsex,CPO,CPO HH,1,Urban (CDC=1),CELL RDD,NEW YORK,1,Urban
00092825,Male,1226,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","1,4",Very unfavorable,"01,04",None of these/Something else (Vol.),80, ,oppose/favor,Favor,Favor,Favor,Favor,Favor,Oppose,Favor,213,Yes - major impact,More than 6 months or until there is a vaccine widely available,"02,01",Refused,"01,03",Generally exaggerated,Very worried,"02,01",not enough/too many,About the right amount,Too many,Every time,part of everyone's responsibility/personal choice,Wearing a mask is part of everyone's responsibility to protect the health of others,"03,02,01",Yes,No,Yes,361,Definitely get it,"1,3",Get the vaccine as soon as you can, , , , , , , , , , ,everyone's responsibility/personal choice,Getting vaccinated is part of everyone's responsibility to protect the health of others,"07,09,05,06,02,08,03,04,01",Refused,A great deal,A fair amount,Don't know,A fair amount,Not much,A fair amount,A great deal,A fair amount,slowly/quickly,About right,making a profit/working for the good of the public,Mostly interested in making a profit,Sometime in 2022 or later,Q20/Q19,Very confident,Somewhat confident, , ,572,40, ,18-64,30-49,35-44,40-59,30-44,Yes,Married,Yes,"Yes, voted",Joe Biden/Donald Trump,Donald Trump, ,No,Employed full-time,EMPLOYED,Don't know,"Yes, someone else in my household works in health care delivery setting",Yes,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself,Self-purchased plan, ,Don't know, , , , ,Male,MALE,No,Yes,No,Yes,No,No, ,No one in household has serious health condition,"2,1",Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Moderate,High school incomplete (Grades 9-11 or Grade 12 with no diploma),LESS THAN HIGH SCHOOL,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$100,000 or more",$90K+, , ,"Yes, has a home telephone",English,2,Yes,1934,Indiana,North Central,Lowest,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,Federally facilitated,Federal or state with federal platform,Yes,Yes - Republican Governor, ,Yes,85,7,1.0904,25.595,1.1261,1.8874,English,East North Central,sex = rsex,Dual,Dual HH,2,"Suburban (CDC=2,3)",CELL RDD,INDIANA,1,Rural
00092875,Male,848,No,Asian,"OTHER, NON-HISPANIC", ,"OTHER, NON-HISPANIC","1,4",Somewhat favorable,"01,04",Build on what the law does,88, ,favor/oppose,Favor,Favor,Favor,Favor,Favor,Favor,Favor,163,No,"Between 4 and 6 months, or","01,02",Option B: The worst is yet to come,"01,03",Generally correct,Somewhat worried,"01,02",too many/not enough,About the right amount,About the right amount,Every time,personal choice/part of everyone's responsibility,Wearing a mask is part of everyone's responsibility to protect the health of others, ,Yes,No,Yes,274,Probably get it,"1,3",Wait until it has been available for a while to see how it is working for other people, , , , , , , , , , ,personal choice/everyone's responsibility,Getting vaccinated is part of everyone's responsibility to protect the health of others,"04,03,01,09,08,07,05,02,06",Not much,A great deal,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,A fair amount,quickly/slowly,About right,working for the good of the public/making a profit,Equally interested in working for the public and making a profit,By the end of 2021,Q19/Q20,Somewhat confident,Somewhat confident, , ,323,19, ,18-64,18-29,18-24,18-39,18-29,No,Never been married,Yes,"Yes, voted",Donald Trump/Joe Biden,Joe Biden, ,Yes,Employed part-time,EMPLOYED,No,No, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your parents/mother/father (VOL.),Plan through parents/mother/father (Vol), , , , , , ,Male,MALE,No,Yes,No,No, ,No, ,No one in household has serious health condition,"1,2",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$75,000 to less than $90,000",$40K-$89K, , ,"No, no home telephone",English,1,Yes,1358,Alaska,West,2,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,Federally facilitated,Federal or state with federal platform,Yes,Yes - Republican Governor, ,No,76,0,1.6934,39.513,1.7385,2.9137,English,AK/HI,sex = rsex,CPO,CPO HH,3,"Suburban (CDC=2,3)",CELL RDD,ALASKA,1,Suburban
00092925,Male,576,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","1,4",Very favorable,"01,04",Build on what the law does,59, ,favor/oppose,Favor,Favor,Favor,Favor,Favor,Favor,Favor,104,No,More than 6 months or until there is a vaccine widely available,"01,02",Option B: The worst is yet to come,"01,03",Generally correct,Very worried,"01,02",too many/not enough,About the right amount,About the right amount,Every time,personal choice/part of everyone's responsibility,Wearing a mask is part of everyone's responsibility to protect the health of others,"02,01,03",Yes,No,Yes,180,Definitely get it,"1,3",Get the vaccine as soon as you can, , , , , , , , , , ,personal choice/everyone's responsibility,Getting vaccinated is part of everyone's responsibility to protect the health of others,"06,02,04,08,03,01,05,07,09",Not at all,A great deal,A fair amount,A great deal,A great deal,A great deal,A fair amount,A great deal,A fair amount,quickly/slowly,About right,working for the good of the public/making a profit,Equally interested in working for the public and making a profit,Early in 2021,Q19/Q20,Very confident,Somewhat confident, , ,233,71, ,65+,65+,65+,70-74,65+,No,Married,Yes,"Yes, voted",Donald Trump/Joe Biden,Joe Biden, ,No,Retired,RETIRED, ,"Yes, someone else in my household works in health care delivery setting",Yes,Covered by health insurance, ,Plan through your spouse's employer, , , , , , , ,Male,MALE,No,Yes,No,Yes,No,No, ,"Yes, respondent","1,2",Refused,Refused,UNDESIGNATED,UNDESIGNATED,Refused,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,Refused,DK/RF, , ,"No, no home telephone",English,3,Yes,979,Colorado,West, ,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,State based,State based,Yes,Yes - Democratic/Independent, ,No,81,5,1.6934,19.445,.8555,1.4339,English,Mountain,sex = rsex,CPO,CPO HH,1,Urban (CDC=1),CELL RDD,COLORADO,COLORADO,Urban
00092934,Female,643,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","4,1",Very favorable,"04,01",Build on what the law does,66, ,favor/oppose,Favor,Favor,Oppose,Favor,Favor,Favor,Favor,114,Yes - minor impact,More than 6 months or until there is a vaccine widely available,"01,02",Option B: The worst is yet to come,"03,01",Generally underestimated,Very worried,"01,02",too many/not enough,About the right amount,About the right amount,Every time,personal choice/part of everyone's responsibility,Wearing a mask is part of everyone's responsibility to protect the health of others, ,Yes,No,Yes,175,Probably get it,"3,1",Wait until it has been available for a while to see how it is working for other people, , , , , , , , , , ,personal choice/everyone's responsibility,Getting vaccinated is part of everyone's responsibility to protect the health of others,"01,03,07,08,06,02,05,09,04",Not much,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,quickly/slowly,About right,working for the good of the public/making a profit,Equally interested in working for the public and making a profit,By the end of 2021,Q19/Q20,Somewhat confident,Somewhat confident,Not too confident, ,288,50, ,18-64,50-64,45-54,40-59,45-64,Yes,Living with a partner,Yes,"Yes, voted",Donald Trump/Joe Biden,Joe Biden, ,No,"Or, a homemaker or stay at home parent?",A HOMEMAKER OR STAY AT HOME PARENT, ,No, ,Covered by health insurance,INSURED LESS THAN 65,Medicare,Medicare, , , , , , ,Female,FEMALE,No,Yes,No,Yes,Yes,Yes,Yes,"Yes, respondent","1,2",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$40,000 to less than $50,000",$40K-$89K, , ,"No, no home telephone",English,2,Yes,1072,Pennsylvania,Northeast,3,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,State based,State based,Yes,Yes - Democratic/Independent, ,No,77,0,1.4485,4.0347,.1775,.2975,English,Mid Atlantic,sex = rsex,CPO,CPO HH,2,"Suburban (CDC=2,3)",CELL RDD,PENNSYLVANIA,1,Suburban
00093026,Male,1500,No,White,"WHITE, NON-HISPANIC", ,"WHITE, NON-HISPANIC","1,4",Somewhat favorable,"01,04",Build on what the law does,102, ,favor/oppose,Favor,Favor,Favor,Favor,Favor,Favor,Favor,112,No,More than 6 months or until there is a vaccine widely available,"01,02",Do you not think the coronavirus is or will be a major problem in the U.S.?,"01,03",Generally underestimated,Not at all worried,"01,02",too many/not enough,Too many,About the right amount,Most of the time,personal choice/part of everyone's responsibility,Wearing a mask is part of everyone's responsibility to protect the health of others,"01,02,03",Yes,No,Yes,693,Probably not get it,"1,3","Only get the vaccine if you are required to do so for work, school, or other activities","02,01,04,07,09,03,05,08,06",Not a reason,Minor reason,Not a reason,Major reason,Major reason,Major reason,Major reason,Minor reason,Major reason,personal choice/everyone's responsibility,Both (Vol.),"02,01,04,07,09,03,05,08,06",Not at all,A great deal,Not at all,A great deal,Not at all,Not at all,A great deal,A great deal,Not at all,quickly/slowly,About right,working for the good of the public/making a profit,Mostly interested in making a profit,Sometime in 2022 or later,Q19/Q20,Not too confident,Not at all confident, , ,593,23, ,18-64,18-29,18-24,18-39,18-29,No,Never been married,Yes,"Yes, voted",Donald Trump/Joe Biden,Joe Biden, ,Yes,Employed full-time,EMPLOYED,Yes,No, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer, , , , , , ,Male,MALE,No,No,"Yes, me",Yes,No,No, ,No one in household has serious health condition,"1,2",Or what?,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Moderate,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$30,000 to less than $40,000",LESS THAN $40K, , ,"No, no home telephone",English,2,Yes,2174,Virginia,South,4,Outbound,Manual,Automatic (Cell phone sample) For ANY Cell Any NO phone records,Cell phone,RDD,State based Federal platform,Federal or state with federal platform,Yes,Yes - Democratic/Independent, ,No,93,0,1.0834,16.597,.7302,1.2239,English,South Atlantic,sex = rsex,CPO,CPO HH,1,Urban (CDC=1),CELL RDD,VIRGINIA,1,Urban
